project_id,building_id,project_type,start_date,end_date,planned_end_date,status,estimated_cost_eur,actual_cost_eur,cost_variance_percent,subsidy_amount_eur,funding_source,contractor_name,estimated_energy_savings_percent,actual_energy_savings_percent,annual_energy_savings_kwh,project_manager,procurement_method,priority_level,works_disruption_level
637,466,Rénovation de toiture,2025-01-22,2025-05-30,2025-05-19,Completed,2146570.27,2395770.96,11.61,306558.32,Fonds vert,VINCI Facilities,9.42,13.16,262510.79,Karim Diallo,Appel d'offres ouvert,Moyenne,Faible
638,421,Installation photovoltaïque,2025-07-19,,2026-04-15,Planned,165639.61,,,8036.42,Fonds vert,Engie Solutions,12.88,,,Alice Martin,MAPA,Basse,Élevé
639,225,Rénovation de toiture,2024-11-10,2025-02-15,2025-02-19,Completed,1663286.93,1848404.36,11.13,87179.56,Région,Groupe Martin,6.94,8.6,16368.17,Nicolas Leroy,Accord-cadre,Haute,Moyen
640,156,Isolation thermique,2025-09-04,2026-02-16,2026-01-11,Completed,637366.16,673366.59,5.65,35806.61,Département,SPIE Building Solutions,30.77,12.78,8301.31,Jean Dupont,Marché négocié,Haute,Faible
641,145,Remplacement du chauffage,2021-06-03,2022-02-28,2022-02-12,Completed,365912.54,366412.33,0.14,104533.4,Union européenne,Bouygues Bâtiment,15.39,16.22,,Jean Dupont,Appel d'offres ouvert,Basse,Moyen
642,171,Éclairage LED,2015-06-13,2016-03-20,2016-02-03,Completed,831863.39,899724.39,8.16,410421.34,Fonds vert,Eiffage Énergie,8.64,7.64,168024.29,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Moyen
643,241,Isolation thermique,2025-06-03,,2025-11-16,Planned,871680.17,,,342786.39,Fonds vert,Bouygues Bâtiment,20.6,,,Alice Martin,Appel d'offres ouvert,Moyenne,Faible
644,248,Remplacement des menuiseries,2025-04-05,,2025-06-22,In Progress,801857.87,305821.04,-61.86,42479.75,Département,Engie Solutions,18.5,,,Emma Robert,Marché négocié,Basse,Élevé
645,471,Remplacement des menuiseries,2025-11-24,,2026-02-17,Planned,480692.09,,,85352.16,Département,Entreprise Durand,11.07,,,Jean Dupont,MAPA,Moyenne,Élevé
646,144,Éclairage LED,2021-03-01,2021-08-10,2021-06-20,Completed,766291.4,798320.5,4.18,387626.93,Département,VINCI Facilities,10.77,5.25,67045.7,Alice Martin,Appel d'offres ouvert,Moyenne,Élevé
647,154,Remplacement du chauffage,2020-08-08,2021-06-20,2021-05-06,Completed,1024474.76,1137279.12,11.01,188314.49,Département,Entreprise Durand,20.14,18.7,50355.09,Sophie Bernard,Marché négocié,Basse,Élevé
648,180,Installation photovoltaïque,2015-06-19,2015-10-25,2015-11-07,Completed,1401028.57,1278201.92,-8.77,423610.55,ADEME,Entreprise Durand,15.52,8.1,188805.83,Emma Robert,Accord-cadre,Moyenne,Élevé
649,63,Remplacement du chauffage,2015-07-14,2016-03-01,2016-02-02,Completed,591730.29,591592.4,-0.02,277661.92,Union européenne,Bouygues Bâtiment,31.76,16.55,107125.65,Karim Diallo,Marché négocié,Moyenne,Élevé
650,373,Ventilation double flux,2025-07-07,2026-03-31,2026-02-13,Completed,873309.58,1003099.73,14.86,382232.02,Autofinancement,Léon Grosse,19.91,19.92,421712.48,Alice Martin,Accord-cadre,Haute,Moyen
651,455,Isolation thermique,2015-03-20,2015-05-08,2015-05-14,Completed,428912.68,439734.38,2.52,146173.32,ADEME,VINCI Facilities,22.26,27.23,47434.91,Sophie Bernard,Accord-cadre,Moyenne,Faible
652,20,Isolation thermique,2025-03-17,,2025-12-04,In Progress,484400.74,395068.13,-18.44,147096.72,Union européenne,Engie Solutions,31.0,,,Jean Dupont,Marché négocié,Haute,Élevé
653,408,Rénovation de toiture,2025-05-07,2025-10-31,2025-09-07,Completed,376169.14,413192.29,9.84,130836.29,Région,Entreprise Durand,17.68,8.49,36624.08,Alice Martin,MAPA,Basse,Moyen
654,183,Isolation thermique,2020-03-02,2020-04-19,2020-08-20,Cancelled,1552315.18,86033.76,-94.46,8745.55,Région,Bouygues Bâtiment,14.24,,,Nicolas Leroy,Appel d'offres ouvert,Haute,Élevé
655,83,Ventilation double flux,2025-01-16,,2025-10-09,In Progress,377585.62,152357.77,-59.65,29544.79,Fonds vert,Léon Grosse,15.28,,,Nicolas Leroy,MAPA,Haute,Moyen
656,422,Installation photovoltaïque,2025-12-14,2026-06-15,2026-06-11,Completed,682423.31,638769.08,-6.4,239372.41,Département,SPIE Building Solutions,6.81,6.52,,Karim Diallo,Appel d'offres ouvert,Moyenne,Faible
657,227,Rénovation de toiture,2025-02-23,,2025-08-21,In Progress,541560.65,426133.04,-21.31,174735.77,Autofinancement,VINCI Facilities,6.69,,,Nicolas Leroy,Accord-cadre,Basse,Faible
658,203,Remplacement du chauffage,2025-06-22,,2025-09-24,Planned,891785.77,,,55073.65,ADEME,Entreprise Durand,16.54,,,Nicolas Leroy,Appel d'offres ouvert,Haute,Élevé
659,47,Installation photovoltaïque,2025-03-04,,2025-11-26,Planned,2694466.22,,,1467235.58,Département,Engie Solutions,8.71,,,Nicolas Leroy,Marché négocié,Critique,Moyen
660,176,Remplacement des menuiseries,2025-06-03,,2025-08-10,Planned,1794751.38,,,919105.35,Union européenne,Bouygues Bâtiment,7.17,,,Karim Diallo,Appel d'offres ouvert,Moyenne,Faible
661,287,Éclairage LED,2025-07-18,2025-10-16,2025-10-01,Completed,228503.59,233051.05,1.99,120752.17,Union européenne,VINCI Facilities,8.6,10.56,67577.02,Alice Martin,Appel d'offres ouvert,Basse,Élevé
662,139,Isolation thermique,2025-09-12,2025-11-27,2025-12-14,Completed,1192936.97,1341623.17,12.46,370737.35,Département,Eiffage Énergie,15.76,23.18,35207.15,Emma Robert,Appel d'offres ouvert,Haute,Élevé
663,330,Remplacement du chauffage,2023-07-22,2023-12-22,2023-12-04,Completed,1301849.64,1237994.84,-4.9,201346.01,ADEME,Groupe Martin,12.57,28.02,402995.62,Emma Robert,Appel d'offres ouvert,Moyenne,Élevé
664,83,Remplacement des menuiseries,2025-01-10,,2025-06-08,Planned,236287.97,,,93942.23,Union européenne,Eiffage Énergie,13.65,,,Jean Dupont,Appel d'offres ouvert,Haute,Élevé
665,268,Remplacement du chauffage,2023-03-02,2023-08-16,2023-08-15,Completed,220664.41,253609.04,14.93,84417.4,ADEME,VINCI Facilities,13.76,24.65,,Nicolas Leroy,Marché négocié,Basse,Élevé
666,136,Installation photovoltaïque,2025-11-25,,2026-01-11,Planned,496051.16,,,11932.36,Région,SPIE Building Solutions,14.87,,,Emma Robert,Accord-cadre,Haute,Faible
667,244,Rénovation de toiture,2025-09-21,,2026-06-27,Planned,662937.73,,,73832.09,Autofinancement,Engie Solutions,10.98,,,Alice Martin,Accord-cadre,Critique,Faible
668,288,Remplacement du chauffage,2018-02-09,2018-06-10,2018-06-27,Completed,476577.44,548153.89,15.02,154232.24,Autofinancement,SPIE Building Solutions,18.63,30.6,31624.27,Karim Diallo,MAPA,Haute,Faible
669,202,Éclairage LED,2023-05-03,2023-11-23,2023-10-27,Completed,385353.68,406014.9,5.36,53533.86,ADEME,Groupe Martin,3.16,3.66,13364.25,Emma Robert,Appel d'offres ouvert,Haute,Élevé
670,217,Isolation thermique,2022-05-03,2022-11-20,2022-10-29,Completed,550907.32,565968.62,2.73,206248.75,Région,Léon Grosse,26.25,33.54,116627.72,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Élevé
671,458,Éclairage LED,2021-03-16,2021-10-14,2021-09-13,Completed,334785.99,379505.49,13.36,113385.45,Département,Engie Solutions,3.85,6.36,,Alice Martin,MAPA,Haute,Élevé
672,350,Isolation thermique,2025-08-03,,2026-02-17,In Progress,1219486.92,591042.36,-51.53,264309.21,Autofinancement,Entreprise Durand,27.52,,,Karim Diallo,Appel d'offres ouvert,Basse,Élevé
673,113,Remplacement du chauffage,2024-10-18,2025-04-21,2025-04-11,Completed,1444308.74,1655821.38,14.64,793319.77,Fonds vert,Entreprise Durand,17.98,16.13,213975.1,Nicolas Leroy,Accord-cadre,Haute,Moyen
674,155,Isolation thermique,2025-11-17,,2026-04-23,Planned,968580.56,,,64788.83,ADEME,Bouygues Bâtiment,24.07,,,Jean Dupont,Marché négocié,Moyenne,Moyen
675,434,Isolation thermique,2019-06-06,2020-01-08,2019-11-27,Completed,962108.5,893132.63,-7.17,305314.1,Autofinancement,Entreprise Durand,34.03,16.11,102886.46,Emma Robert,Appel d'offres ouvert,Haute,Faible
676,128,Ventilation double flux,2025-05-08,,2025-08-28,Planned,625155.18,,,218116.97,Fonds vert,Groupe Martin,9.3,,,Karim Diallo,Marché négocié,Moyenne,Élevé
677,142,Remplacement du chauffage,2025-06-06,,2025-09-04,In Progress,235581.2,163863.22,-30.44,47133.14,Autofinancement,Entreprise Durand,27.49,,,Alice Martin,Accord-cadre,Moyenne,Faible
678,130,Remplacement du chauffage,2025-01-22,,2025-09-21,Planned,1702124.21,,,821153.32,Union européenne,VINCI Facilities,19.84,,,Alice Martin,Marché négocié,Moyenne,Faible
679,12,Éclairage LED,2020-04-12,2020-08-11,2020-06-21,Completed,650552.74,657556.04,1.08,31911.56,Département,Entreprise Durand,9.07,10.98,218495.47,Karim Diallo,Marché négocié,Critique,Élevé
680,375,Remplacement des menuiseries,2025-07-24,,2026-01-16,In Progress,792963.94,433116.72,-45.38,227131.33,Autofinancement,Entreprise Durand,18.14,,,Alice Martin,Marché négocié,Critique,Moyen
681,205,Isolation thermique,2025-11-06,,2026-06-02,In Progress,890190.84,314268.48,-64.7,17450.46,Région,Groupe Martin,22.99,,,Karim Diallo,Marché négocié,Critique,Moyen
682,339,Remplacement du chauffage,2019-08-13,2020-01-19,2020-01-31,Completed,1968786.68,2246160.32,14.09,352527.35,Fonds vert,VINCI Facilities,19.41,21.28,112234.5,Karim Diallo,Appel d'offres ouvert,Moyenne,Élevé
683,104,Rénovation de toiture,2024-08-04,2025-03-30,2025-02-09,Completed,1101008.18,1112854.79,1.08,512306.83,Union européenne,Groupe Martin,14.88,10.17,90628.67,Nicolas Leroy,MAPA,Moyenne,Moyen
684,119,Isolation thermique,2021-08-25,2022-01-13,2021-12-14,Completed,1746081.02,1781472.22,2.03,189997.82,Autofinancement,VINCI Facilities,30.17,20.96,123788.39,Jean Dupont,Appel d'offres ouvert,Moyenne,Faible
685,165,Remplacement du chauffage,2025-11-25,,2026-01-29,Planned,1040097.44,,,38566.35,Fonds vert,Léon Grosse,29.38,,,Karim Diallo,Accord-cadre,Basse,Moyen
686,482,Isolation thermique,2022-08-23,2023-07-05,2023-05-30,Completed,519205.79,584307.87,12.54,31824.84,ADEME,Engie Solutions,21.78,34.99,102971.98,Jean Dupont,Marché négocié,Moyenne,Élevé
687,410,Éclairage LED,2024-02-15,2024-06-28,2024-06-24,Completed,186540.48,170629.73,-8.53,59546.75,Union européenne,SPIE Building Solutions,3.01,9.33,36954.77,Karim Diallo,Marché négocié,Haute,Moyen
688,37,Isolation thermique,2022-08-13,2023-05-16,2023-04-04,Completed,1546450.54,1680986.23,8.7,424038.18,Union européenne,Entreprise Durand,32.56,20.61,165662.55,Karim Diallo,Accord-cadre,Moyenne,Moyen
689,175,Isolation thermique,2020-03-09,2020-05-31,2020-05-06,Completed,865281.11,814917.28,-5.82,73384.64,ADEME,Groupe Martin,23.52,32.65,91758.41,Jean Dupont,MAPA,Haute,Moyen
690,258,Rénovation de toiture,2018-12-04,2019-07-02,2019-06-04,Completed,608845.21,664242.06,9.1,354575.07,Région,Bouygues Bâtiment,14.98,9.19,,Emma Robert,Accord-cadre,Haute,Élevé
691,479,Installation photovoltaïque,2021-12-03,2022-08-09,2022-08-11,Completed,829315.08,912119.48,9.98,190323.05,Région,Entreprise Durand,5.94,6.23,6574.67,Alice Martin,MAPA,Basse,Élevé
692,454,Remplacement des menuiseries,2024-07-22,2025-02-05,2025-01-06,Completed,619368.79,690684.57,11.51,119279.95,Région,Groupe Martin,14.98,11.64,40151.05,Alice Martin,Appel d'offres ouvert,Moyenne,Faible
693,113,Rénovation de toiture,2025-05-02,,2025-12-06,In Progress,676054.57,523500.71,-22.57,197023.45,Autofinancement,Bouygues Bâtiment,6.75,,,Karim Diallo,Appel d'offres ouvert,Basse,Moyen
694,18,Rénovation de toiture,2020-04-04,2020-06-17,2020-05-28,Completed,770222.14,782019.5,1.53,268036.14,Fonds vert,VINCI Facilities,9.48,10.04,79995.02,Karim Diallo,Marché négocié,Moyenne,Élevé
695,486,Rénovation de toiture,2016-04-15,2016-11-23,2016-11-03,Completed,797028.12,718992.9,-9.79,312165.63,Union européenne,Eiffage Énergie,14.98,18.6,246035.4,Emma Robert,Marché négocié,Moyenne,Élevé
696,191,Isolation thermique,2025-07-22,,2026-02-21,In Progress,648740.5,301290.11,-53.56,146221.39,Autofinancement,VINCI Facilities,23.08,,,Nicolas Leroy,Accord-cadre,Haute,Moyen
697,433,Remplacement du chauffage,2024-06-22,2024-11-10,2024-11-26,Completed,397975.99,395780.03,-0.55,13836.86,ADEME,Engie Solutions,23.24,17.03,14713.23,Jean Dupont,Marché négocié,Moyenne,Faible
698,351,Rénovation de toiture,2024-06-13,2025-03-05,2025-02-18,Completed,452857.21,515085.2,13.74,30915.48,Union européenne,Engie Solutions,14.77,7.4,18099.05,Sophie Bernard,MAPA,Haute,Faible
699,381,Remplacement du chauffage,2025-12-06,,2026-09-01,In Progress,1484190.55,678058.1,-54.31,117154.6,Région,Groupe Martin,21.37,,,Jean Dupont,Appel d'offres ouvert,Haute,Faible
700,176,Isolation thermique,2025-07-07,,2025-11-17,In Progress,1551101.57,1027919.44,-33.73,286275.25,ADEME,SPIE Building Solutions,16.33,,,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Faible
701,265,Rénovation de toiture,2025-07-14,2026-04-29,2026-03-19,Completed,1257359.54,1139750.63,-9.35,501.55,Département,Bouygues Bâtiment,6.55,9.83,110120.94,Alice Martin,MAPA,Basse,Moyen
702,196,Ventilation double flux,2025-04-12,,2025-11-16,Planned,444843.05,,,56100.34,Région,SPIE Building Solutions,9.74,,,Sophie Bernard,Appel d'offres ouvert,Moyenne,Moyen
703,459,Rénovation de toiture,2025-01-20,2025-04-10,2025-04-04,Completed,1112893.56,1256244.93,12.88,74007.04,Autofinancement,Entreprise Durand,10.41,15.58,118769.45,Nicolas Leroy,MAPA,Moyenne,Élevé
704,32,Remplacement du chauffage,2021-04-21,2021-09-18,2021-09-30,Completed,2384085.34,2290107.62,-3.94,830961.81,Fonds vert,Groupe Martin,31.18,22.27,118223.56,Alice Martin,MAPA,Moyenne,Moyen
705,212,Isolation thermique,2025-02-04,,2025-10-24,Planned,1388566.73,,,753258.42,Région,Bouygues Bâtiment,31.78,,,Jean Dupont,MAPA,Basse,Faible
706,108,Rénovation de toiture,2024-07-22,2024-09-24,2024-09-05,Completed,141207.24,130570.18,-7.53,70565.79,Autofinancement,VINCI Facilities,10.06,12.31,,Nicolas Leroy,MAPA,Haute,Élevé
707,467,Remplacement du chauffage,2025-07-07,2025-10-24,2025-11-07,Completed,1571773.94,1743964.93,10.96,639847.32,Autofinancement,SPIE Building Solutions,22.18,22.53,327632.19,Emma Robert,MAPA,Haute,Faible
708,40,Isolation thermique,2024-07-14,2024-08-07,2024-11-06,Cancelled,950516.25,51615.85,-94.57,1936.58,Union européenne,Engie Solutions,25.9,,,Emma Robert,Marché négocié,Moyenne,Moyen
709,372,Ventilation double flux,2025-03-11,,2025-06-29,In Progress,416685.41,232903.39,-44.11,14000.16,Fonds vert,Léon Grosse,14.56,,,Alice Martin,Accord-cadre,Moyenne,Élevé
710,183,Remplacement du chauffage,2024-05-09,2025-02-15,2025-01-04,Completed,767054.85,827668.76,7.9,116740.41,Région,Groupe Martin,18.7,24.69,101223.81,Alice Martin,Marché négocié,Critique,Moyen
711,364,Rénovation de toiture,2021-03-06,2021-12-14,2021-11-18,Completed,599880.35,691015.43,15.19,200335.35,Union européenne,Engie Solutions,14.14,19.05,,Karim Diallo,Appel d'offres ouvert,Moyenne,Moyen
712,197,Remplacement du chauffage,2022-02-17,2022-04-27,2022-04-15,Cancelled,897807.04,106550.12,-88.13,44022.29,Région,Entreprise Durand,21.69,,,Alice Martin,MAPA,Moyenne,Moyen
713,124,Installation photovoltaïque,2023-06-11,2024-04-23,2024-03-01,Completed,613371.47,576066.4,-6.08,210972.49,Fonds vert,Entreprise Durand,6.96,14.43,83155.71,Nicolas Leroy,Accord-cadre,Moyenne,Élevé
714,147,Remplacement du chauffage,2025-08-03,,2025-09-28,In Progress,107117.92,73061.75,-31.79,17808.18,Autofinancement,Engie Solutions,21.46,,,Alice Martin,Appel d'offres ouvert,Basse,Moyen
715,191,Remplacement des menuiseries,2025-05-18,2026-03-13,2026-01-31,Completed,457672.56,436495.43,-4.63,234019.05,Département,Entreprise Durand,10.34,6.64,10277.18,Nicolas Leroy,Marché négocié,Moyenne,Élevé
716,297,Remplacement des menuiseries,2025-03-06,,2025-04-23,Planned,319382.19,,,109412.89,Autofinancement,Engie Solutions,17.07,,,Karim Diallo,Marché négocié,Haute,Moyen
717,145,Éclairage LED,2025-07-14,,2025-10-03,In Progress,57951.78,36990.94,-36.17,8693.94,Autofinancement,Léon Grosse,8.74,,,Sophie Bernard,MAPA,Moyenne,Moyen
718,366,Remplacement du chauffage,2021-12-25,2022-08-30,2022-08-28,Completed,2058903.37,2275842.76,10.54,1136462.69,Autofinancement,Léon Grosse,16.44,21.5,,Nicolas Leroy,MAPA,Moyenne,Moyen
719,117,Rénovation de toiture,2024-07-20,2025-03-19,2025-02-04,Completed,771293.85,778494.12,0.93,104332.8,ADEME,SPIE Building Solutions,17.61,9.16,25340.56,Jean Dupont,Accord-cadre,Critique,Moyen
720,118,Isolation thermique,2025-01-04,2025-05-20,2025-05-18,Completed,2713948.07,2657296.26,-2.09,730959.08,Union européenne,SPIE Building Solutions,17.0,24.38,52134.56,Jean Dupont,Marché négocié,Critique,Faible
721,70,Remplacement des menuiseries,2025-02-11,2025-07-19,2025-07-20,Completed,1847977.52,2060813.55,11.52,182779.6,Autofinancement,VINCI Facilities,12.5,12.14,188403.11,Karim Diallo,Marché négocié,Haute,Moyen
722,289,Rénovation de toiture,2025-05-06,,2025-11-27,Planned,605788.93,,,101038.29,Région,Eiffage Énergie,9.12,,,Nicolas Leroy,Accord-cadre,Moyenne,Moyen
723,227,Remplacement des menuiseries,2025-03-22,,2025-06-26,In Progress,530632.78,246707.82,-53.51,97589.13,ADEME,SPIE Building Solutions,19.33,,,Sophie Bernard,Appel d'offres ouvert,Moyenne,Moyen
724,423,Isolation thermique,2016-12-25,2017-07-21,2017-06-11,Completed,276705.68,278010.85,0.47,59196.51,Département,Engie Solutions,32.23,29.52,,Emma Robert,MAPA,Haute,Élevé
725,64,Remplacement des menuiseries,2015-05-22,2016-02-02,2016-01-24,Completed,442051.36,474137.13,7.26,246034.97,Région,Léon Grosse,14.1,19.71,,Nicolas Leroy,MAPA,Moyenne,Moyen
726,388,Remplacement des menuiseries,2025-06-19,,2025-10-04,In Progress,247830.52,170540.36,-31.19,11687.49,Département,Eiffage Énergie,7.83,,,Karim Diallo,Accord-cadre,Haute,Élevé
727,258,Isolation thermique,2023-03-06,2023-06-21,2023-05-31,Completed,879323.41,847450.66,-3.62,48680.15,Autofinancement,Eiffage Énergie,31.29,21.35,,Sophie Bernard,Appel d'offres ouvert,Moyenne,Moyen
728,345,Isolation thermique,2025-06-04,,2025-11-17,Planned,2097403.76,,,545376.33,Département,SPIE Building Solutions,21.53,,,Alice Martin,Marché négocié,Moyenne,Faible
729,86,Remplacement du chauffage,2025-06-09,,2025-10-26,Planned,771577.75,,,248972.99,Département,Entreprise Durand,13.67,,,Emma Robert,Marché négocié,Haute,Faible
730,133,Installation photovoltaïque,2019-08-24,2019-10-18,2019-10-20,Completed,1399390.91,1394055.73,-0.38,686146.48,Département,SPIE Building Solutions,8.91,9.9,116226.08,Sophie Bernard,Marché négocié,Moyenne,Faible
731,166,Rénovation de toiture,2025-02-24,,2025-10-13,In Progress,332786.74,246605.92,-25.9,85004.54,Région,SPIE Building Solutions,16.43,,,Karim Diallo,Accord-cadre,Haute,Élevé
732,144,Éclairage LED,2023-05-23,2023-12-17,2023-12-07,Completed,779845.57,745045.26,-4.46,206334.14,Région,Engie Solutions,6.47,10.79,137794.87,Sophie Bernard,Accord-cadre,Moyenne,Élevé
733,406,Rénovation de toiture,2025-05-13,,2026-02-14,In Progress,3032048.17,1286741.89,-57.56,452496.62,Fonds vert,SPIE Building Solutions,8.89,,,Sophie Bernard,MAPA,Moyenne,Élevé
734,276,Remplacement du chauffage,2025-10-17,,2026-03-26,Planned,1271968.21,,,104027.53,Département,Eiffage Énergie,13.58,,,Jean Dupont,Marché négocié,Moyenne,Élevé
735,399,Remplacement du chauffage,2020-03-09,2020-09-27,2020-09-06,Completed,326481.64,334283.91,2.39,24528.72,Autofinancement,SPIE Building Solutions,18.21,31.46,42246.38,Jean Dupont,Appel d'offres ouvert,Haute,Moyen
736,208,Remplacement des menuiseries,2024-05-17,2024-12-01,2024-12-19,Completed,219197.19,229308.67,4.61,79785.18,Département,Engie Solutions,11.15,9.47,,Nicolas Leroy,Appel d'offres ouvert,Critique,Élevé
737,84,Éclairage LED,2025-02-22,,2025-10-21,In Progress,230664.37,139601.3,-39.48,42521.89,Région,Engie Solutions,5.28,,,Alice Martin,Marché négocié,Moyenne,Moyen
738,314,Isolation thermique,2021-08-12,2021-12-26,2021-11-16,Completed,1190754.34,1238087.36,3.98,156697.09,Autofinancement,SPIE Building Solutions,22.01,25.15,101451.16,Alice Martin,Appel d'offres ouvert,Haute,Élevé
739,254,Rénovation de toiture,2025-03-13,,2025-05-20,Planned,355206.82,,,37963.29,Département,Léon Grosse,14.91,,,Jean Dupont,Marché négocié,Haute,Faible
740,157,Remplacement des menuiseries,2025-04-06,,2025-07-12,In Progress,214588.62,119203.58,-44.45,3817.1,Autofinancement,Bouygues Bâtiment,7.22,,,Sophie Bernard,Accord-cadre,Basse,Faible
741,364,Remplacement des menuiseries,2025-11-15,,2026-03-13,Planned,1799174.27,,,204118.49,Fonds vert,Eiffage Énergie,15.39,,,Karim Diallo,Appel d'offres ouvert,Moyenne,Faible
742,448,Rénovation de toiture,2022-11-17,2023-09-05,2023-07-25,Completed,2575592.04,2710578.24,5.24,1236479.74,Région,SPIE Building Solutions,12.47,11.04,204338.52,Emma Robert,Appel d'offres ouvert,Basse,Élevé
743,143,Éclairage LED,2020-05-22,2020-09-23,2020-08-25,Completed,843945.01,819718.69,-2.87,182275.04,Département,Entreprise Durand,8.53,5.33,53900.94,Alice Martin,MAPA,Haute,Élevé
744,161,Remplacement des menuiseries,2022-02-13,2022-06-25,2022-07-03,Completed,938770.49,889459.13,-5.25,38309.09,Autofinancement,Groupe Martin,13.06,20.62,218747.39,Emma Robert,Appel d'offres ouvert,Moyenne,Moyen
745,44,Éclairage LED,2025-04-05,2026-01-21,2025-12-27,Completed,174633.21,192127.56,10.02,84996.75,Union européenne,Bouygues Bâtiment,3.18,10.31,10724.15,Nicolas Leroy,Appel d'offres ouvert,Haute,Élevé
746,438,Rénovation de toiture,2025-08-03,,2025-11-27,Planned,655665.52,,,105220.94,Département,Groupe Martin,6.45,,,Alice Martin,Appel d'offres ouvert,Haute,Moyen
747,352,Isolation thermique,2023-11-09,2024-07-22,2024-07-14,Completed,737174.33,775901.2,5.25,114002.56,Fonds vert,Léon Grosse,16.83,19.07,96588.26,Alice Martin,Appel d'offres ouvert,Haute,Faible
748,470,Remplacement du chauffage,2019-08-15,2019-11-13,2019-11-25,Completed,800138.02,862696.7,7.82,323840.64,Autofinancement,Bouygues Bâtiment,23.75,20.49,93925.77,Karim Diallo,MAPA,Moyenne,Moyen
749,323,Remplacement du chauffage,2020-07-09,2020-10-25,2020-10-26,Completed,153191.75,147140.37,-3.95,554.16,Fonds vert,SPIE Building Solutions,25.46,29.78,20823.31,Jean Dupont,Marché négocié,Moyenne,Élevé
750,2,Remplacement du chauffage,2016-04-06,2016-12-31,2016-12-28,Completed,1977041.93,2156564.2,9.08,1051227.6,Département,VINCI Facilities,23.81,13.4,,Alice Martin,Appel d'offres ouvert,Critique,Moyen
751,400,Rénovation de toiture,2024-08-04,2025-03-21,2025-02-14,Completed,628545.07,689725.35,9.73,189156.89,Département,Groupe Martin,7.71,13.46,46605.99,Jean Dupont,Accord-cadre,Moyenne,Faible
752,242,Remplacement des menuiseries,2017-04-12,2017-08-24,2017-08-18,Completed,879875.63,918138.84,4.35,330146.8,ADEME,Léon Grosse,9.97,17.48,201099.75,Emma Robert,Appel d'offres ouvert,Critique,Moyen
753,296,Ventilation double flux,2025-07-11,,2026-02-12,In Progress,1070399.2,782919.48,-26.86,291153.05,Région,VINCI Facilities,8.38,,,Alice Martin,Appel d'offres ouvert,Moyenne,Faible
754,187,Remplacement du chauffage,2022-08-02,2022-11-29,2022-12-01,Completed,510421.27,516939.06,1.28,88551.56,Région,Entreprise Durand,18.4,23.88,48411.88,Jean Dupont,Appel d'offres ouvert,Haute,Élevé
755,406,Remplacement des menuiseries,2025-10-18,2025-12-21,2026-06-29,Cancelled,1528554.63,179245.31,-88.27,54568.68,Autofinancement,Eiffage Énergie,16.39,,,Alice Martin,Accord-cadre,Moyenne,Faible
756,190,Installation photovoltaïque,2025-07-18,,2025-10-17,In Progress,1058390.27,402150.42,-62.0,113113.84,Union européenne,Entreprise Durand,13.42,,,Emma Robert,Appel d'offres ouvert,Haute,Élevé
757,47,Remplacement des menuiseries,2025-02-13,,2025-09-04,In Progress,1322908.04,714250.52,-46.01,14440.52,Union européenne,Groupe Martin,19.01,,,Emma Robert,Marché négocié,Haute,Faible
758,120,Remplacement du chauffage,2023-03-18,2023-07-09,2023-05-27,Completed,1035806.31,1075880.98,3.87,183536.71,Région,Groupe Martin,15.08,12.98,14520.27,Emma Robert,Appel d'offres ouvert,Haute,Moyen
759,240,Remplacement des menuiseries,2023-03-24,2023-10-13,2023-10-03,Completed,554870.51,499706.41,-9.94,66195.16,Département,Bouygues Bâtiment,18.84,16.01,59709.66,Sophie Bernard,Accord-cadre,Moyenne,Moyen
760,258,Rénovation de toiture,2025-05-11,2025-12-12,2025-12-07,Completed,658254.53,609284.48,-7.44,159680.67,Région,Léon Grosse,9.45,11.5,,Emma Robert,Marché négocié,Moyenne,Élevé
761,152,Éclairage LED,2025-05-01,,2025-12-02,In Progress,125929.72,105703.34,-16.06,37644.01,Fonds vert,Groupe Martin,9.54,,,Jean Dupont,MAPA,Critique,Moyen
762,311,Remplacement du chauffage,2025-04-18,,2025-10-21,In Progress,394398.09,184553.04,-53.21,7337.29,Union européenne,Bouygues Bâtiment,17.53,,,Jean Dupont,Accord-cadre,Moyenne,Élevé
763,160,Installation photovoltaïque,2025-11-02,,2026-06-05,Planned,919345.46,,,463217.17,ADEME,SPIE Building Solutions,11.88,,,Nicolas Leroy,Marché négocié,Haute,Élevé
764,202,Remplacement du chauffage,2025-12-06,,2026-09-03,In Progress,1610859.86,631371.15,-60.81,318243.26,Fonds vert,Engie Solutions,21.85,,,Jean Dupont,Accord-cadre,Moyenne,Moyen
765,189,Ventilation double flux,2025-04-24,,2025-12-30,In Progress,87471.48,57241.39,-34.56,4404.3,Autofinancement,Entreprise Durand,11.8,,,Sophie Bernard,Appel d'offres ouvert,Haute,Élevé
766,377,Remplacement du chauffage,2023-06-20,2023-09-18,2023-08-11,Completed,862423.6,854511.15,-0.92,110006.77,Département,Léon Grosse,22.66,18.23,,Karim Diallo,Accord-cadre,Critique,Faible
767,428,Isolation thermique,2023-12-20,2024-09-11,2024-09-23,Completed,1552157.32,1636663.03,5.44,302071.71,Fonds vert,Groupe Martin,29.93,34.39,136652.81,Emma Robert,Appel d'offres ouvert,Basse,Faible
